"bbref_id","age2021","PA1","PA2","PA3","PA4","bats","Team2021","POS_2021","wOPS_2020","wOPS_2019","wOPS_2018","wOPS_2017","wwRCplus_2020","wwRCplus_2019","wwRCplus_2018","wwRCplus_2017","LAVG","RAVG","avg_ops","reliability","D_regressed_ops","age_adjustment","park_factor","avg_wRCplus","wRC_reliability","D_regressed_wRCplus","BETTER_THAN_MARCEL_OPS","MARCEL_OPS"
"bryankr01",28,147,634,457,665,"R","CHC","OF",0.644,0.903,0.834,0.946,77,134,126,147,98,100,0.777833333333333,0.507793273174733,0.749367377631939,0.006,100,108.25,0.507793273174733,104.189294503692,0.759896165983046,0.75386358189773
"cabreas01",34,213,514,592,540,"B","ARI","3B",0.753,0.784284046692607,0.7735625,0.785,97,97.7470817120623,110.5,112,100,100,0.768568640564202,0.523620484319174,0.745431535094951,-0.015,100,100.624027237354,0.523620484319174,100.326753444252,0.73472058702825,0.734250062121375
"cabremi01",37,231,549,157,529,"R","DET","DH",0.746,0.744,0.843,0.728,105,97,127,92,97,101,0.769583333333333,0.438465138043987,0.741740563094681,-0.024,101,107.833333333333,0.438465138043987,103.434643581345,0.732504370285447,0.723938789580409
"calhoko01",32,228,632,552,654,"L","ARI","OF",0.864,0.792,0.652,0.725,125,105,77,97,100,100,0.787,0.540581929555896,0.756218989280245,-0.009,100,106.333333333333,0.540581929555896,103.423685553854,0.754343125574273,0.749413018376723
"camarjo01",26,127,248,524,256,"B","ATL","1B",0.611,0.663,0.806,0.783,59,66,115,99,99,104,0.677083333333333,0.428299190090519,0.701618826425282,0.018,100.4,75.3333333333333,0.428299190090519,89.4352866444339,0.700463273999524,0.714247965300937
"candeje01",26,206,386,619,106,"B","DET","3B",0.872,0.643,0.71,0.874,140,73,93,137,97,101,0.755166666666667,0.50228121111572,0.737663555924236,0.018,98.12,105.916666666667,0.50228121111572,102.971830499101,0.748162085750228,0.750941499930872
"canhama01",31,243,497,411,187,"R","OAK","OF",0.795,0.913,0.778,0.644,129,146,115,71,92,97,0.830083333333334,0.489578902594641,0.773894477527293,-0.006,97,131.166666666667,0.489578902594641,115.2585424642,0.779684645150645,0.76925111066213
"carpema01",34,169,492,677,622,"L","STL","2B",0.64,0.726,0.897,0.835,85,96,140,124,94,97,0.732916666666667,0.527186761229314,0.726809495665879,-0.015,94,102.416666666667,0.527186761229314,101.274034672971,0.696264742563042,0.71590735323089
"casteni01",28,242,664,678,665,"R","CIN","OF",0.784,0.86183734939759,0.854,0.811,98,121.58734939759,129,111,104,101,0.82744578313253,0.568965517241379,0.781132945575405,0.006,101,113.612449799197,0.568965517241379,107.745014540922,0.80090166290403,0.785819743173
"chapmma01",27,152,670,616,326,"R","OAK","3B",0.812,0.848,0.864,0.785,118,125,139,110,92,97,0.837,0.54510993176649,0.783777862016679,0.012,97,125.583333333333,0.54510993176649,113.945729087693,0.801367298301744,0.79318319636088
"confomi01",27,233,648,638,440,"L","NYM","OF",0.927,0.856,0.797,0.939,158,127,119,147,98,94,0.870833333333333,0.558661272526664,0.804264741939438,0.012,98,137.916666666667,0.558661272526664,121.182573249969,0.83627966513424,0.813915918842712
"contrwi01",28,225,409,544,428,"R","CHC","C",0.763,0.888,0.73,0.855,110,126,101,122,98,100,0.796416666666667,0.495374264087468,0.757854850014017,0.006,100,113.083333333333,0.495374264087468,106.481146621811,0.771734830249509,0.762401979114101
"correca01",25,221,321,468,481,"R","HOU","SS",0.709,0.926,0.728,0.941,94,142,101,152,94,100,0.786083333333333,0.457013574660633,0.750200980392157,0.024,100,111.75,0.457013574660633,105.369909502262,0.775938473604827,0.768205803921569
"crawfbr01",33,193,560,594,570,"L","SFG","SS",0.792,0.654,0.719,0.709,110,73,93,86,95,96,0.72775,0.528857479387515,0.724098645465253,-0.012,95,93.4166666666667,0.528857479387515,96.5183549273655,0.692510656272085,0.71540946171967
"cruzne02",39,214,521,591,645,"R","MIN","DH",0.992,1.031,0.85,0.924,166,164,133,146,102,99,0.9695,0.524940617577197,0.850972684085511,-0.03,99,157.083333333333,0.524940617577197,129.965360253365,0.864466404809976,0.825443503562945
"dejonpa01",26,174,664,490,443,"R","STL","SS",0.671,0.762,0.746,0.857,87,101,103,123,94,97,0.720083333333333,0.525316455696203,0.720043776371308,0.018,97,95.6666666666667,0.525316455696203,97.7236286919831,0.718731521197257,0.733004564345992
"deshide02",27,120,408,393,440,"R","CIN","OF",0.628,0.672,0.591,0.714,75,72,59,86,104,101,0.633416666666667,0.434229137199434,0.682402993870816,0.012,101,70,0.434229137199434,86.973125884017,0.675286090219236,0.690591829797265
"deverra01",23,248,702,490,240,"L","BOS","3B",0.793,0.916,0.731,0.819,108,132,90,110,106,104,0.8185,0.545454545454545,0.773727272727273,0.036,106,111.5,0.545454545454545,106.272727272727,0.834661625454546,0.801581454545455
"diazya01",28,138,347,120,179,"R","TBR","1B",0.814,0.816,0.797,0.679,139,118,116,84,94,95,0.810416666666667,0.335180055401662,0.750305863342567,0.006,95,126.25,0.335180055401662,108.798476454294,0.74860731215374,0.754807698522622
"dickeco01",31,210,279,533,629,"L","MIA","OF",0.713,0.905340501792115,0.804,0.815,93,126.598566308244,114,116,93,96,0.799863500597371,0.45994599459946,0.756732897214453,-0.006,93,109.449522102748,0.45994599459946,104.346269842038,0.73212439090961,0.752192499862847
"donaljo02",34,102,659,159,496,"R","MIN","3B",0.842,0.9,0.801657534246575,0.944,132,131,116.602739726027,151,102,99,0.851247716894977,0.433962264150943,0.776956556388386,-0.015,99,127.817351598174,0.433962264150943,112.071680882226,0.778858917472753,0.760529960691824
"duvalad01",31,209,130,370,647,"R","MIA","OF",0.833,0.882,0.639480093676815,0.782,115,120,70.2552693208431,96,93,96,0.800953356752537,0.371398638030382,0.75006596644188,-0.006,96,105.480483996877,0.371398638030382,102.035444292188,0.733585299011114,0.749766719399336
"eatonad02",31,176,656,370,107,"L","CHW","OF",0.669,0.792,0.805,0.854,76,108,123,124,97,101,0.744,0.500416319733555,0.732009991673605,-0.006,97,98.4166666666667,0.500416319733555,99.2076741604219,0.715562713538718,0.727617931723564
"escobed01",31,222,699,631,499,"B","ARI","3B",0.605,0.831,0.823727416798732,0.758,56,108,117.225039619651,97,100,100,0.735015187533016,0.563953488372093,0.728467867387806,-0.006,100,88.6395932382462,0.563953488372093,93.593258977383,0.714871353110911,0.724097060211685
"florewi01",28,213,285,429,362,"R","SFG","3B",0.83,0.848,0.736,0.795,119,120,102,107,95,96,0.8125,0.435825105782793,0.760313822284908,0.006,96,115.083333333333,0.435825105782793,106.573695345557,0.759044312411848,0.764875705218618
"fowlede01",34,101,574,334,491,"B","LAA","OF",0.706,0.754,0.576,0.851,96,103,63,122,101,101,0.6895,0.456767768220914,0.706068583069262,-0.015,101,90.0833333333333,0.456767768220914,95.4703862984759,0.692432298364645,0.695477554323223
"francma02",27,243,428,465,623,"R","BAL","3B",0.778,0.705,0.78,0.69,105,69,105,76,101,105,0.754166666666667,0.486301369863014,0.736615296803653,0.012,105,93,0.486301369863014,96.5958904109589,0.75918912956621,0.745454680365297
"fraziad01",28,230,608,352,454,"L","PIT","2B",0.661,0.753,0.798,0.743,79,97,116,97,104,97,0.725916666666667,0.497907949790795,0.722945955369595,0.006,104,94.25,0.497907949790795,97.1370292887029,0.737706625899582,0.727283631101813
"frazito01",34,121,499,472,576,"R","PIT","1B",0.684505813953488,0.772,0.693,0.772296875,89.0697674418605,107,92,109.184027777778,104,97,0.715794089147287,0.476439790575916,0.717996136714152,-0.015,97,95.7790697674419,0.476439790575916,97.9889808839644,0.693721934216397,0.710646987347295
"freemfr01",30,262,692,707,514,"L","ATL","1B",1.102,0.938,0.892,0.989,186,137,136,149,99,104,0.994833333333333,0.580566235581964,0.879558953745776,-0.003,99,157.166666666667,0.580566235581964,133.189036467436,0.920327888013224,0.876920276884539
"gallojo01",26,226,297,577,532,"L","TEX","OF",0.679,0.986,0.81,0.869,86,144,108,119,100,100,0.814083333333333,0.478260869565217,0.764996376811594,0.018,100,110.833333333333,0.478260869565217,105.18115942029,0.78622718115942,0.778766311594203
"galvifr01",30,159,589,656,663,"B","BAL","SS",0.712,0.73374363327674,0.68,0.69,86,89.0611205432937,85,79,101,105,0.711247877758913,0.539170506912442,0.715281113814714,-0.003,102.12,86.7703735144312,0.539170506912442,92.8669755815136,0.710422949177666,0.713135270423682
"gamelbe01",28,127,356,293,550,"L","CLE","OF",0.718,0.71,0.728,0.735,94,87,107,99,102,99,0.717833333333333,0.392712550607287,0.719149122807017,0.006,102,94.9166666666667,0.392712550607287,98.0037112010796,0.727824001848853,0.72346401754386
"garciav01",29,207,530,385,561,"R","MIL","OF",0.659,0.796,0.719,0.885,83,113,92,138,102,97,0.719666666666667,0.483204134366925,0.719838931955211,0,97,95.25,0.483204134366925,97.7047803617571,0.705736231696813,0.719838931955211
"gardnbr01",36,158,550,609,682,"L","NYY","OF",0.747,0.829,0.69,0.778,111,115,91,110,101,103,0.760083333333333,0.523241954707986,0.740973281684545,-0.021,101,107.333333333333,0.523241954707986,103.837107667859,0.734565342024732,0.72541284276917
"goldspa01",32,231,682,690,665,"R","STL","1B",0.883,0.821,0.922,0.966,147,117,145,142,94,97,0.872083333333333,0.571887263646093,0.806974521346177,-0.009,97,136.5,0.571887263646093,120.873885123082,0.817774468971489,0.799711750654061
"gomesya01",32,119,358,435,383,"R","WSN","C",0.787,0.704,0.762,0.708,105,80,102,85,107,104,0.753083333333333,0.431818181818182,0.734285984848485,-0.009,104,95.9166666666667,0.431818181818182,98.2367424242424,0.739691868295455,0.727677410984848
"gonzaer01",28,193,156,143,115,"R","PIT","3B",0.614,0.618,0.676,0.69,60,59,81,74,104,97,0.630833333333333,0.290780141843972,0.694072104018913,0.006,97,64.9166666666667,0.290780141843972,89.798463356974,0.673072775827423,0.698236536643026
"gonzama01",31,199,463,552,515,"B","BOS","2B",0.606,0.736,0.733,0.907,69,94,104,144,106,104,0.681083333333333,0.502899751449876,0.700428818006076,-0.006,105.44,86.0833333333333,0.502899751449876,93.0013117923226,0.70508548794565,0.696226245098039
"goodwbr01",29,109,458,101,278,"L","CHW","OF",0.715865853658536,0.796,0.706544444444444,0.811,87.859756097561,106,92.7333333333333,103,97,101,0.740246883468835,0.357601713062098,0.727240320212624,0,97,95.1248983739837,0.357601713062098,98.2566553071848,0.713821299051781,0.741009100642398
"gourryu01",36,230,612,573,564,"R","HOU","1B",0.658,0.884,0.751,0.817,76,131,107,118,94,100,0.756583333333333,0.541108986615679,0.739795570427024,-0.021,100,102.083333333333,0.541108986615679,101.127310388783,0.725883190407903,0.724259863448056
"grandya01",31,194,632,518,482,"B","CHW","C",0.773,0.848,0.815,0.767,114,121,125,102,97,101,0.8085,0.528301886792453,0.766754716981132,-0.006,98.12,119.083333333333,0.528301886792453,110.081761006289,0.769507675154717,0.762154188679245
"gregodi01",30,237,344,569,570,"L","PHI","SS",0.827,0.718,0.829,0.796,116,84,122,109,104,101,0.791166666666667,0.48936170212766,0.754826241134752,-0.003,104,106.833333333333,0.48936170212766,103.343971631206,0.772428316808511,0.752561762411348
"grichra01",28,231,628,462,442,"R","TOR","OF",0.793,0.738,0.803,0.758,108,90,114,95,103,100,0.777166666666667,0.523998413328044,0.749955242628586,0.006,100,103.5,0.523998413328044,101.833994446648,0.757095926087531,0.754454974084358
"grossro01",30,192,482,465,456,"B","DET","OF",0.826,0.682,0.751,0.741,128,88,109,104,97,101,0.75925,0.486960239418555,0.739113189397178,-0.003,98.12,109.916666666667,0.486960239418555,104.829022374234,0.736922821059491,0.736895849828987
"happia01",25,231,156,462,413,"B","CHC","OF",0.866,0.898,0.761,0.842,132,126,106,114,98,100,0.850416666666667,0.414348462664714,0.77403794533919,0.024,98.56,123.5,0.414348462664714,109.737188872621,0.800929581040508,0.792614856027331
"harpebr03",27,244,682,695,492,"L","PHI","OF",0.962,0.882,0.889,1.008,150,124,135,155,104,101,0.917083333333333,0.574618929457639,0.833247814013943,0.012,104,137.583333333333,0.574618929457639,121.59609476545,0.8912101,0.84324678778211
"hernace02",30,261,667,708,577,"B","CLE","2B",0.763,0.741,0.718,0.793,112,91,100,111,102,99,0.744416666666667,0.576868829337094,0.734085213916314,-0.003,101.16,102,0.576868829337094,101.153737658674,0.737789261661048,0.731882958274565
"hernaen02",28,148,460,462,342,"R","BOS","OF",0.68,0.715,0.806,0.729,81,86,118,92,106,104,0.723166666666667,0.47136563876652,0.721492657856094,0.006,104,91.9166666666667,0.47136563876652,96.1897944199706,0.734851350044053,0.725821613803231
"heywaja01",30,181,589,489,481,"L","CHC","OF",0.848,0.772,0.731,0.715,131,100,100,89,98,100,0.793416666666667,0.511996746644978,0.757589094482852,-0.003,98,112.916666666667,0.511996746644978,106.613291310831,0.757286303415006,0.755316327199404
"hicksaa01",30,211,255,581,361,"B","NYY","OF",0.793,0.769,0.833,0.847,124,103,129,128,101,103,0.795,0.465954606141522,0.754946595460614,-0.003,101.56,118.25,0.465954606141522,108.503671562083,0.770797960417891,0.752681755674232
"hoskirh01",27,185,705,660,212,"R","PHI","1B",0.887,0.819,0.85,1.014,139,112,128,158,104,101,0.855083333333333,0.563636363636364,0.796137878787879,0.012,101,127.25,0.563636363636364,115.359090909091,0.831837081909091,0.805691533333333
"hosmeer01",30,156,667,677,671,"L","SDP","1B",0.851,0.735,0.72,0.882,128,92,95,135,96,98,0.779583333333333,0.555555555555556,0.753101851851852,-0.003,96,107.75,0.555555555555556,104.305555555556,0.74202569537037,0.750842546296296
"iglesjo01",30,150,530,464,489,"R","LAA","SS",0.956,0.724,0.699,0.657,160,82,89,72,101,101,0.814416666666667,0.488054607508532,0.766080489192264,-0.003,101,116.25,0.488054607508532,107.930887372014,0.77902163677901,0.763782247724687
"inciaen01",29,131,230,660,718,"L","ATL","OF",0.512,0.74,0.705,0.759,39,92,90,97,99,104,0.63625,0.459702836560108,0.681499887438091,0,99,69.4166666666667,0.459702836560108,85.9407549152034,0.657847075078793,0.681499887438091
"jonesja07",28,108,333,467,154,"R","DET","OF",0.849,0.74,0.63,0.51,130,92,68,35,97,101,0.757916666666667,0.430740037950664,0.736332226438963,0.006,101,101.833333333333,0.430740037950664,100.789690069576,0.745591124596774,0.740750219797596
"joycema01",35,148,238,246,544,"L","PHI","OF",0.682,0.858,0.675,0.808,95,127,91,117,104,101,0.738916666666667,0.344978165938865,0.726525836972344,-0.018,104,104.666666666667,0.344978165938865,101.609898107715,0.730035592620087,0.713448371906841
"judgeaa01",28,114,447,498,678,"R","NYY","OF",0.891,0.921,0.919,1.049,140,141,150,174,101,103,0.908,0.468791500664011,0.808132802124834,0.006,103,142.833333333333,0.468791500664011,120.079902611775,0.854091382682603,0.812981598937583
"keplema01",27,196,596,611,568,"L","MIN","OF",0.76,0.855,0.727,0.737,109,122,98,94,102,99,0.783416666666667,0.538993469074145,0.754181169163785,0.012,102,110.583333333333,0.538993469074145,105.704347547701,0.779077917094378,0.763231343193751
"kiermke01",30,159,480,367,421,"L","TBR","OF",0.683,0.676,0.653,0.788,94,79,79,113,94,95,0.673166666666667,0.456029011786038,0.698642641281354,-0.003,94,85.25,0.456029011786038,93.2735720761559,0.665964255746449,0.69654671335751
"lasteto01",31,228,321,192,151,"L","SFG","2B",0.819197368421053,0.832,0.672,0.861,128.078947368421,119,87,126,95,96,0.786665570175439,0.381761978361669,0.745450379958784,-0.006,95,114.782894736842,0.381761978361669,105.643547140649,0.73057994361959,0.740977677612458
"lemahdj01",31,216,655,581,682,"R","NYY","2B",1.011,0.893,0.749,0.783,177,136,87,94,101,103,0.906166666666667,0.547511312217195,0.821928355957768,-0.006,103,140.833333333333,0.547511312217195,122.356711915535,0.861445402767723,0.816996785822021
"lindofr01",26,266,654,745,723,"B","NYM","SS",0.75,0.854,0.871,0.842,105,118,132,116,98,94,0.814916666666667,0.581151832460733,0.775160994764398,0.018,96.88,116.083333333333,0.581151832460733,109.346858638743,0.790263192384293,0.789113892670157
"longoev01",34,209,508,512,677,"R","SFG","3B",0.722,0.762,0.694,0.737,93,100,86,97,95,96,0.728333333333333,0.505969534787979,0.7242164127899,-0.015,96,93.5833333333333,0.505969534787979,96.7533621517771,0.694410944764649,0.713353166598051
"machama01",27,254,661,709,690,"R","SDP","3B",0.95,0.796,0.905386459802539,0.782,150,109,140.805359661495,102,96,98,0.887513281617301,0.575070821529745,0.816332000476805,0.012,98,134.034673248707,0.575070821529745,119.57234750563,0.846050885045809,0.826127984511256
"maldoma01",33,165,263,404,471,"R","HOU","C",0.727,0.690662049861496,0.62700495049505,0.645,107,80.7728531855956,71.9752475247525,72,94,100,0.689888587577594,0.409448818897638,0.707670917748306,-0.012,100,89.50142960972,0.409448818897638,95.7013727535861,0.692988843500491,0.694639702712336
"margoma01",25,159,441,519,529,"R","TBR","OF",0.679,0.691,0.675,0.721,94,84,81,90,94,95,0.682,0.482535575679172,0.701663648124191,0.024,95,87.4166666666667,0.482535575679172,93.9280940060371,0.691797441655886,0.718503575679172
"marteke01",26,195,628,580,255,"B","ARI","OF",0.732,0.981,0.768,0.74,94,150,105,89,100,100,0.824,0.538993469074145,0.776055320783711,0.018,100,115.416666666667,0.538993469074145,108.309482648226,0.801989971571264,0.790024316557818
